Latitude,Longitude ,State,Police Department,Requires De-Escalation,"(Policy Language) Requires De-Escalation: Does the policy require officers to de-escalate situations, when possible?",Bans Chokeholds and Strangleholds,"(Policy Language) Bans Chokeholds and Strangleholds: 
 Are chokeholds and strangleholds (including carotid restraints) explicitly prohibited, except in situations where deadly force is authorized?",Duty to Intervene,"(Policy Language) Duty to Intervene: 
 Are officers required to intervene when witnessing another officer using excessive force?",Warn Before Shooting,"(Policy Language) Warn Before Shooting: 
 Are officers required to give a verbal warning before shooting someone, when possible?",Moving Vehicles,"(Policy Language) Moving Vehicles: 
 Are officers prohibited from shooting at people in moving vehicles unless the subject presents a separate deadly threat other than the vehicle itself?",Comprehensive Reporting,"(Policy Language) Comprehensive Reporting: 
 Are all uses of force required to be reported, including the pointing of a firearm at a civilian?",Requires Exhaust Other Means Before Deadly Force,(Policy Language) Does the require officers to exahust all other possible means before resorting to deadly force?,Is a Force Continuum or Matrix included?,"(Policy Language) Is a Force Continuum or Matrix included in the Policy, defining the types of force/weapons that can be used to respond to specific types of resistance? (Y//N)",Year of most recent policy,Combined Total Number of Policies,Number of Police Killings (2015-April 2016),Police Killings Rate,Total Population,Black Population,White Non-Hispanic Population,All Law Enforcement Employees,Total Officers,Officers per 10k population,Violent Crime Rate,The Guardian fatal shootings,percent_black_population,percent_white_population
,,Kentucky,Louisville,1,"Yes. ""Officers are sometimes confronted with situations where control must be exercised to affect arrests and to 
protect public safety. Control may be achieved through advice, persuasion, warnings or by the use of physical
 force. While the use of reasonable physical force may be necessary in situations that cannot be otherwise 
controlled, force may not be resorted to unless other reasonable alternatives have been exhausted or would 
reasonably be ineffective under the particular circumstances (KACP 1.3a).""",0,No.,0,No.,1,"Yes. ""If feasible, verbal warnings shall be given before the use of deadly force.""",1,"Yes. ""Officers shall not shoot from, or at, a moving vehicle, unless it is necessary to return gunfire to protect human
life and when it does not create an unreasonable risk of harm to innocent persons.""",0,No. Pointing a weapon at a civilian is not required to be reported.,1,"Yes. ""Officers are sometimes confronted with situations where control must be exercised to affect arrests and to protect public safety. Control may be achieved through advice, persuasion, warnings or by the use of physical force. While the use of reasonable physical force may be necessary in situations that cannot be otherwise controlled, force may not be resorted to unless other reasonable alternatives have been exhausted or would reasonably be ineffective under the particular circumstances (KACP 1.3a)."" 
""Deadly force, as with all uses of force, may not be resorted to unless other reasonable alternatives have been exhausted, would clearly be ineffective or exigent circumstances exist.""",1,Yes.,2015,5,2,3.348193733,597337,135138,408157,1379,1211,20.3,5.9,2,0.226234102,0.683294355
,,Texas,Lubbock,0,No.,0,No.,0,No.,0,No.,0,No.,0,No. Pointing a weapon at a civilian is not required to be reported.,1,"Yes. ""LPD officers will only use that force reasonably necessary to effectively bring an incident under control""

""Officers will attempt all those reasonable means of apprehension and control within their command before resorting to deadly force.""",1,Yes.,2014,2,0,0,229573,18744,127915,513,382,16.6,8.6,0,0.081647232,0.557186603
,,Wisconsin,Madison,0,No.,1,"Yes. ""The intentional punching, striking, or grabbing the throat (trachea) or blocking or restricting the carotid neck arteries creates a substantial likelihood of death or great bodily harm and is therefore considered deadly force and shall be used only in accordance with this policy.""",0,No.,1,"Yes. ""Before using deadly force, officer shall, if reasonably possible, identify themselves and order the suspect to desist from unlawful activity",0,"No. ""Deadly force is nevery authorized at a moving vehicle unless an officer has reasonable cause to believe that one's self or another is in imminent danger of death or great bodily harm or Deadly Force Authorized regarding certain felons applies.""",0,"No. ""Recordable Force excludes: handcuffing, point of firearms at Subject(s)/Suspect(s).""",1,"Yes. Each type of force is authorized only when ""an officer reasonably believes a lesser degree of force would be insufficient to control the situation.""
""it is the procedure of this department that deadly force will never be resorted to unless an officer reasonably believes that a lesser
degree of force would be insufficient to defend the life of another, one's self, or in limited situations, to apprehend a dangerous felon, or control an animal.""",1,Yes.,2015,4,1,4.287999177,233209,16507,176463,548,443,19,3.4,1,0.070782002,0.756673199
,,Arizona,Mesa,0,No.,0,"No. ""Carotid Control Technique:
o This technique is authorized to be used by an officer whenever:
_ Deadly force is authorized; OR
_ When a subject is actively assaulting an officer or another person
and other control methods have been exhausted or the officer
reasonably believes other methods would be ineffective.""",0,No.,1,"Yes. ""Whenever practical and reasonable, officers should verbally warn subjects of the
officer's intent to deploy firearm. Do not place self, or others, in jeopardy in order
to deliver such warnings.""",0,"No. ""A Department member shall not discharge a firearm at an occupant of a moving vehicle unless the officer reasonably believes that:
o The subject poses an immediate threat of death or serious physical injury
to the officer or another person; AND
o There is no reasonable alternative course of action for the officer to
prevent the death or serious physical injury.""",0,No. Pointing a weapon at a civilian is not required to be reported.,0,"No. ""Officers are authorized to employ impact weapons when reasonably necessary
in accordance with provisions outlined in this policy and DPM 2.1.5 Use of Force.""

""OC spray should only be used when reasonably necessary:""

""An ECD should only be deployed when reasonably necessary""


 ""The use of firearms is authorized in accordance with DPM 2.1.5 Use of Force.
o In defense of life or to stop a fleeing felon.""",1,Yes.,2012,2,7,15.94384124,439041,14101,282505,1186,776,17.7,4.6,7,0.032117729,0.643459267
,,Florida,Miami,0,"No. De-escalation is only required after a suspect has complied not in the process of responding to a situation/achieving compliance. ""As soon as the point of subject compliance is reached, the officer must de-escalate his/her response level to the minimum force necessary to control the subject...It must be remembered that by law, an officer need not retreat in his/her efforts to lawfully control a subject , but may utilize the amount of force necessary to accomplish his/her task. This is not to say that a tactical retreat in the face of overwhelming odds may not be a wise choice .""",1,"Yes. ""Police Officers are prohibited from utilizing the Lateral Vascular Neck Restraint (LVNR), chokehold , neck hold, and/or any other restraint that restricts free movement of the neck or head.""",1,"Yes. ""Officers are required to maintain control or intervene if the use of force against a subject clearly becomes excessive . Failure to do so may result in both criminal and civil liability. EXCESSIVE FORCE WILL NOT BE TOLERATED .""",1,"Yes. Where feasible, and consistent with personal safety, some warning, such as _POLICE-DON_T MOVE,_ should be given.",1,"Yes. Police Officers are prohibited from discharging their firearms at or from a moving vehicle unless deadly force is being used against the police officer or another person present, by means other than the moving vehicle.",0,No. Pointing a weapon at a civilian is not required to be reported.,1,"Yes. - ""Use of Force Generally- ""Minimum Necessary Force"": It is the policy of the Miami Police Department that officers shall use only the minimum amount of force that is necessary to effect an arrest, apprehension, or physically control a violent or resisting person...If appropriate, officers should employ non-lethal alternatives prior to
utilizing deadly force...Police Officers shall not unreasonably place themselves in a position where a
threat of imminent danger of death or serious physical injury is created when
attempting to approach , pursue, and/or stop a motor vehicle or armed subject.
Police Officers will follow all training protocols regarding ""felony stops"" involving
armed subjects or vehicles.""",1,"Yes. - The level of force used should be consistent with the subject_s level of resistance and in accordance with the Use of Force Matrix handout provided in Departmental Order 6, Chapter 21.4.1.1.",2015,6,4,10.01359345,399457,64993,47622,1453,1098,27.5,10.6,3,0.16270337,0.119216837
,,Wisconsin,Milwaukee,0,No.,0,No.,1,"Yes. ""460.20 DUTY TO INTERVENE
Any officer who personally observes another officer using force, which the observing officer believes to be beyond that which is objectively reasonable under the circumstances, shall reasonably attempt to intervene to prevent the use of such excessive force, if the observing officer is in a position to do so, and if any such intervention does not jeopardize safety. Any such intervening officer shall promptly report their observations, along with his/her own intervening actions to a supervisor. A failure to intervene in any unreasonable use of force, when there is an opportunity to do so, demonstrates a lack of courage, and a violation of the Code of Conduct.""",1,"Yes. ""When feasible, a verbal warning should be given prior to the use of force likely to cause great bodily harm or death.""",0,"No. Allows shooting at vehicles that do not have an occupant using deadly force by other means than the vehicle. ""A police member shall not discharge a firearm at the driver or occupant(s) of a moving vehicle, or the vehicle itself, unless deadly physical force is being used against the police member or another person by means other than a moving vehicle, or, the moving vehicle poses an imminent and ongoing threat of substantial physical harm to the police member or another person from which there is no reasonable means to escape, and the risks are outweighed by the need to use deadly physical force. Once the threat of the moving vehicle ceases, a police member shall not discharge his or her firearm at the vehicle.""",0,"No. ""1. The Use of Force Report shall be completed by a supervisory officer when a department member:
 __Discharges a firearm except in a training situation or for lawful recreational purposes.
 Uses a baton in the line of duty.
 Discharges an irritant, chemical, or inflammatory agent.
 Deploys an electronic control device, to include non-contact spark display, contact stun and probe deployment. However, non-contact spark display used as a test of functionality does not require the filing of a report.
 Department canine bites a person.
 Forcible blood draws requiring use of force to obtain a sample where a subject
 claims injury or is injured as a result of police action.
 Uses bodily force that involves focused strikes, diffused strikes, or decentralizations to the ground.
 Uses any type of force in which a person is injured or claims injury, whether or not the injury is immediately visible."" p. 5",0,"No. ""Police members shall use only the force necessary to effectively maintain control of a situation and protect the safety of police members and the public.""",1,Yes.,2015,3,1,1.681144119,594833,233325,220219,2663,1936,32.5,14.8,1,0.392252952,0.370219877
,,Minnesota,Minneapolis,0,"No.
 No requirement to de-escalation, only a statement that officers ""consider"" doing so.
 5-304: Sworn employees are encouraged to consider de-escalation/non-force options in situations when time and safety permits. (06/01/12)",0,"No.
 Chokeholds and strangleholds are authorized.
 
 PROCEDURES/REGULATIONS II.
 The Conscious Neck Restraint may be used against a subject who is actively resisting. (04/16/12)
 The Unconscious Neck Restraint shall only be applied in the following circumstances: (04/16/12)
 On a subject who is exhibiting active aggression, or;
 For life saving purposes, or;
 On a subject who is exhibiting active resistance in order to gain control of the subject; and if lesser attempts at control have been or would likely be ineffective.
 Neck restraints shall not be used against subjects who are passively resisting as defined by policy. (04/16/12)
 After Care Guidelines (04/16/12)
 After a neck restraint or choke hold has been used on a subject, sworn MPD employees shall keep them under close observation until they are released to medical or other law enforcement personnel.
 An officer who has used a neck restraint or choke hold shall inform individuals accepting custody of the subject, that the technique was used on the subject.",0,"No.
 No explicit requirement to report or intervene when witnessing excessive force.",1,"Yes
 Officers may warn, but no requirement or advisement to do so.
 5-304: As an alternative and/or the precursor to the actual use of force, sworn MPD employees may verbally announce their intent to use force.",0,No.,0,"No.
 Reports or supervisor notification not required for the following situations unless an injury or alleged injury has occurred:
 
 5-306:
 � Escort Holds
 � Joint Manipulations
 � Nerve Pressure Points (Touch Pressure)
 � Handcuffing
 � Gun drawing or pointing",0,"No. Allows force that is ""reasonable"" whether or not it is ""necessary."" ""Based on the Fourth Amendment_s _reasonableness_ standard, sworn MPD employees shall only use the amount of force that is objectively reasonable in light of the facts and circumstances known to that employee at the time force is used. The force used shall be consistent with current MPD training.""",1,Yes.,Unknown,2,2,5.227692131,382578,69971,230650,1009,880,23,10.1,2,0.182893423,0.602883595
,,Tennessee,Nashville,0,"No. Policy doesn't require non-violent de-escalation, but rather frames using force as a de-escalation strategy. ""When the use of force is needed, if feasible, authorized employees will identify themselves and determine which options in the force continuum will best de-escalate the situation in the most safe, reasonable, and prudent manner possible.""",0,No.,0,No.,1,"Yes. if feasible - ""Where feasible, the employee has identified himself/herself as a police
 
 employee and given warning such as, _STOP--POLICE--I'LL 
 
 SHOOT,_ that deadly force is about to be used unless flight ceases; 
 
 AND
 
 D. If all other means of apprehension available to the employee under the 
 
 attendant circumstances have been exhausted.""",0,"No. ""Employees shall not discharge their firearm at or from a moving
vehicle unless absolutely necessary to protect the life of the employee
or others.""",0,"No. - Use of force incidents to be reported shall include but are not limited
 
 to:
 
 1. Whenever an employee discharges a firearm, other than for 
 
 training, or legal recreational purposes;
 
 2. Whenever an employee takes an action that results in (or is alleged 
 
 to have resulted in) injury or death of another person;
 
 3. When force is applied through the use of less lethal weapons, CE
 
 devices, chemical spray, baton, etc.; and/or
 
 4. Whenever an employee uses defensive or physical force other than 
 
 soft empty-hand control.",1,"Yes. ""It is the policy of the Metropolitan Nashville Police Department that authorized employees shall use only that force that is reasonably 
necessary to effect lawful objectives.""
""When the use of force is needed, if feasible, authorized employees will
identify themselves and determine which options in the force
continuum will best de-escalate the situation in the most safe,
reasonable, and prudent manner possible.""
""Authorized employees are permitted to use only that force which is
reasonable and necessary under the particular circumstances to
protect themselves or others from bodily injury, and only after other
reasonable alternatives have been exhausted or it is determined that
such alternative action(s) would be ineffective under the
circumstances.""
""11.10.130 Use of Deadly Force to Effect an Arrest
Authorized employees may use deadly force to effect the arrest of a
fleeing felon only when:
A. The employee has probable cause to believe the individual to be
arrested has committed a felony involving the infliction or threatened
infliction of serious bodily injury; AND
B. The employee has probable cause to believe that the individual to be
arrested poses a threat of death or serious bodily injury, either to the
employee or to others unless immediately apprehended; AND
C. Where feasible, the employee has identified himself/herself as a police
employee and given warning such as, _STOP--POLICE--I'LL
SHOOT,_ that deadly force is about to be used unless flight ceases;
AND
D. If all other means of apprehension available to the employee under the
attendant circumstances have been exhausted.""",1,Yes.,Unknown,3,3,4.989837365,601222,169272,338782,1584,1289,21.4,11.2,3,0.281546583,0.563489027
,,Louisiana,New Orleans,1,"Yes. ""PR300.1 USE OF FORCE PRINCIPLES
Use of force by NOPD officers, regardless of the type of force or weapon used, shall abide
by the following requirements:
(a) Officers shall use advisements, warnings, and verbal persuasion, when possible,
before resorting to force.
(b) Force shall be de-escalated immediately as resistance decreases.
(c) When feasible based on the circumstances, officers will use disengagement; area
containment; surveillance; waiting out a subject; summoning reinforcements; and/or
calling in specialized units, in order to reduce the need for force and increase officer
and civilian safety.
(d) Officers shall allow individuals time to submit to arrest before force is used wherever
possible""
""The decision to resort to force to accomplish a lawful police objective must be reasonable.
Officers shall use advisements, warnings, and verbal persuasion, when possible, before
resorting to force.""",1,"Yes. ""Neck hold - Any of the following types of holds:
_ Arm-bar control hold, a hold that inhibits breathing by compression of the airway in
the neck
_ Carotid restraint hold, a hold that inhibits blood flow by compression of the blood
vessels in the neck
_ Lateral vascular neck constraint
_ A hold with a knee or other object to the back of a prone subject's neck.
A neck hold shall be considered lethal force.""",1,"Yes. ""300.3 DUTY TO INTERCEDE AND REPORT
Any officer present and observing another officer using force that is clearly beyond that
which is objectively reasonable under the circumstances shall, when in a position to
do so, intercede to prevent the use of unreasonable force. An officer who observes
another employee use any use of force incident shall promptly report these observations
to a supervisor, and officers observing a level 2, 3 or 4 use of force shall write a Force
Statement before the end of shift, which shall be included in the Use of Force Report.""",1,"Yes. Warning required before all uses of force, when possible. ""The decision to resort to force to accomplish a lawful police objective must be reasonable.
Officers shall use advisements, warnings, and verbal persuasion, when possible, before
resorting to force.""",1,"Yes. ""300.5.1 SHOOTING AT OR FROM MOVING VEHICLES
Shots fired at or from a moving vehicle are rarely effective. Officers shall not discharge a
firearm from a moving vehicle or at a moving vehicle unless the occupants of the vehicle are
using deadly force, other than the vehicle itself, against the officer or another person, and
such action is necessary for self defense or to protect the other person; shall not intentionally
place themselves in the path of, or reach inside, a moving vehicle; and, where possible,
shall attempt to move out of the path of a moving vehicle before discharging their weapon.
Officers should not shoot at any part of a vehicle in an attempt to disable the vehicle.""",1,"Yes. ""(i) Un-holstering a firearm and pointing it at a person constitutes a use of force, and
shall accordingly be done only as objectively reasonable to accomplish a lawful police
objective.""
""PR300.4 LEVELS OF FORCE
Force options are grouped in the following four (4) force levels for reporting and investigating
purposes only:
PR300.4.1 LEVEL 1
Level-1 uses of force include pointing a firearm at a person and hand control or escort
techniques (e.g., elbow grip, wrist grip, or shoulder grip) applied as pressure point
compliance techniques or that result in injury or complaint of injury.""",0,"No. ""Officers shall use only that amount of force that reasonably appears necessary given the
facts and circumstances perceived by the officer at the time of the event to accomplish a
legitimate law enforcement purpose.""
""The degree of force used must be reasonable, and necessary, and in a manner that avoids
unnecessary injury to officers and civilians. The officer may only use enough force to
overcome the amount of resistance or aggression met. When such resistance or aggression
is reduced, the officer must correspondingly and immediately reduce the degree of force
he/she is applying, or the use of force is NOT legal.""",1,Yes.,2015,7,4,11.63369,343829,204866,104770,1715,1452,42.2,9.7,4,0.595836884,0.304715425
,,New York,New York,0,"No.
 No requirement to de-escalate situations, when possible.",0,"No.
 Bans chokeholds, does not explicitly ban strangleholds (i.e. Carotid Restraints) which do not technically put pressure on the throat or windpipe when used correctly.
 Use of Force Policy: Members of the New York City Police Department will NOT use chokeholds. A
 chokehold shall include, but is not limited to, any pressure to the throat or windpipe, which may prevent or hinder breathing or reduce intake of air.",1,"Yes (assuming new changes are true)
 Existing use of force policy requires officers to intervene but not report, no disciplinary conseqeunces articulated. However, new changes going into efffect this year will require this to be reported and make officers subject to discipline for not intervening/reporting as per http://www.nytimes.com/2015/10/01/nyregion/new-york-police-will-document-virtually-all-instances-of-force.html
 
 Use of Force Policy: At the scene of a police incident, many members of the service may be present
 and some members may not be directly involved in taking police actions. However, this does not relieve any member present of the obligation to ensure that the requirements of the law and Department regulations are complied with. Members of the service are required to maintain control or intervene if the use of
 force against a subject clearly becomes excessive. Failure to do so may result in both criminal and civil liability. EXCESSIVE FORCE WILL NOT BE TOLERATED.",1,"Yes.
 Where feasible, and consistent with personal safety, some warning, such as _POLICE -DON_T MOVE,_ should be given.",1,"Yes
 Deadly Force Policy, g: Police officers shall not discharge their firearms at or from a moving vehicle unless deadly physical force is being used against the police officer or another person present, by means other than a moving vehicle.",0,"No.
 While new changes to NYPD use of force policy will require reporting of most interactions, they will not require reporting of all incidents where officers point their firearms at civilians or put somebody up against a wall as per http://www.nytimes.com/2015/10/01/nyregion/new-york-police-will-document-virtually-all-instances-of-force.html",0,"No. ""All members of the service at the scene of a police incident must:
 a. Immediately establish firearms control
 b. Use minimum necessary force
 c. Employ non-lethal alternatives, as appropriate.""",1,Yes. - PG 203-12,2013,4,12,1.467866027,8175133,1861295,2722904,50068,34817,42.6,6,9,0.227677641,0.333071523
,,Virginia,Norfolk,1,"Yes. ""Attempts should be made to achieve the control required to effect arrests and ensure both officer and public safety: through advice, persuasion, and then warnings. However, in situations where physical resistance or a threat of harm is encountered, and reasonable alternatives have been exhausted or would clearly be ineffective, physical force may be used.""",0,No. Bans chokeholds but does not explicitly ban carotid restraints.,0,No.,0,No.,0,No.,0,No. Pointing a weapon at a civilian is not required to be reported.,0,"No. ""Only that force reasonably necessary to successfully accomplish legitimate police functions is authorized. The use of any force by department personnel that exceeds that which is _reasonably necessary_ will be considered excessive and will not be tolerated.""",1,Yes.,2009,2,4,16.47426103,242803,102452,107463,842,759,31.3,5.2,4,0.421955248,0.442593378
,,Nevada,North Las Vegas,0,No.,0,No.,0,No.,0,No.,0,No.,0,No. Pointing a weapon at a civilian is not required to be reported.,1,"Yes. ""Officers will use only that amount of force which is reasonable and necessary to overcome resistance, effect an arrest, prevent escape, subdue an individual offender, restore order to a disruptive group, protect the public, protect other lives when other available measures are insufficient, or accomplish lawful objectives.""",0,No.,2005,1,2,9.218246597,216961,41561,67687,468,308,14.2,7.8,2,0.191559773,0.311977729
,,California,Oakland,1,"Yes. ""Members are required to de-escalate the force when the
member reasonably believes a lesser level or no further force is appropriate.""
""To the extent possible and without ever compromising safety, members are
required to use verbal commands to accomplish the police objective before
resorting to physical force. Members shall consider the possibility of any
language barriers, noise, other distractions, or disabilities which may impair or
frustrate the member_s effort to courteously and clearly communicate with the
person.""",0,"No. Policy does not explicitly ban chokeholds, but carotid restraint considered deadly force.",1,"Yes. ""Members shall intervene and prevent or stop the use of unreasonable force by
other members.""",0,No.,0,"No. ""Defend the member or another person against the vehicle operator_s use of the vehicle to cause death or serious bodily injury and the member or other person has no reasonable avenue of protection or escape.
a. Members are prohibited from intentionally positioning themselves
in a location vulnerable to vehicular attack;
b. Whenever possible, members shall move out of the way of the
vehicle, instead of discharging his or her firearm at the operator;
c. Members shall not discharge a firearm at the operator of the
vehicle when the vehicle has passed and is attempting to escape.
3. Members shall consider whether the threat to the member or other persons
(including all occupants of the vehicle) is increased by incapacitating the
operator with lethal force, considering that if the operator is incapacitated,
the vehicle may still be a threat to anyone in the vehicle_s path. This
threat shall be weighed against the threat posed by the suspect continuing
in control of the vehicle.
4. Members shall also consider what risk the use of lethal force would pose
to other vehicle occupants when weighed against the threat.
5. Absent exigent circumstances, the discharge of firearms from a moving
vehicle is prohibited.""",1,"Yes. ""The Oakland Police Department values the protection and sanctity of human life.
The Department is committed to accomplishing the police mission with respect
and minimal reliance on the use of physical force.""""",1,"Yes. ""The protection of human life is the first priority of the Department. It is the responsibility of all employees to use reasonable judgment in all circumstances where deadly force may be employed.""
Also regarding fleeing felons. permits shooting fleeing felon only when: ""Other reasonably known and available means of apprehending the person have failed, are inadequate or are immediately unavailable.""",1,Yes.,2013,5,5,12.79675679,390724,106637,101308,935,674,17.3,16.9,5,0.272921551,0.259282767
,,Oklahoma,Oklahoma City,0,No. ,0,No.,0,No.,1,"Yes. ""If feasible, a warning should be given prior to the use of deadly force.""",0,"No. ""Officers may discharge firearms at a moving vehicle only as a last resort when officers have probable cause to believe such use of force is necessary to prevent the danger of death or seriously bodily harm.""",0,No.,0,"No. ""In the performance of their duties, no officer will use more force in any situation than is reasonable and necessary under the existing circumstances."" ""Officers are required by law to use only the minimum amount of force necessary to protect themselves and other persons or to affect an arrest.""",1,Yes,2014,2,9,15.51726813,579999,85744,328582,1254,1015,17.5,7.7,8,0.147834738,0.566521666
,,Nebraska,Omaha,0,No.,0,No.,0,No.,1,"Yes. ""Before using a firearm in defense of self or others or to affect an arrest or prevent an escape, police officers will give loud verbal commands, if possible.""",0,"No. ""Shots will not be fired at or from a moving vehicle except in self-defense or defense of another. Firing shots at a moving vehicle will only be done in circumstances which justify the use of deadly force and do not present an undue threat to persons in the area.""",0,No.,0,No. ,1,Yes - a graph is provided. ,Unknown,2,5,12.22619438,408958,55128,278172,918,789,19.3,5.6,5,0.134801129,0.680196988
,,Florida,Orlando,0,No.,0,No.,0,No.,0,No.,0,"No. ""The use
 of deadly force by discharging a firearm at/into moving vehicle is authorized only when:
1. The member has probable cause to believe the occupant of the vehicle poses imminent danger with a
firearm or fires upon a member or another person, or
2. The member has probable cause to believe an occupant is using the vehicle in a manner that poses
imminent danger of death or great bodily harm to the member or to any individual and there is no
reasonable avenue of escape for the intended victim.""",0,"No. Pointing a weapon at a civilian is not required to be reported. ""7.1 RESPONSE TO RESISTANCE FORMS
A supervisor shall complete a Response to Resistance Form under the following circumstances: (4.08 b, c)
(NOTE: A sworn supervisor shall complete Response to Resistance Forms for CSOs and CSIs.)
a. Use of chemical agent with injury or accompanied with second tactic. (4.08b)
b. Use of tire deflation devices.
c. Use of impact weapons (baton, SAGE SL6, etc.). (4.08b)
d. K-9 dog bites, other than accidental. (4.08c)
e. Use of electronic control devices (TASER). (4.08b)
f. Forearm/knee/open and closed hand strikes. (4.08c)
g. Kicks.h. Use of any technique or the application of any weapon that results in actual or claimed (evident or nonevident)
injury. (4.08b)
i. Use of chemical agent without claimed or evident injury (excluding the effects of the chemical agent) will
require a Chemical Agent Short Form.
(NOTE: When a firearm is discharged, or an employee applies any technique or weapon that results in death, an
Initial Notice of Inquiry shall be generated in lieu of the Response to Resistance Form. The only exception is when an
employee utilized deadly force in the killing of a dangerous animal or one that humane consideration requires release
from further suffering, when no other means of disposition is available. In this case the employee shall complete an
Incident Report in lieu of an Initial Notice of Inquiry or Response to Resistance Form. (4.08a)",0,"No. ""It is the policy of the Orlando Police Department to ensure that all employees utilizing any level of force including deadly force do so within current state law and only use the degree of force necessary to affect lawful objectives.
(4.01)"" 
""Reasonable amount of force, but not least amount necessary. ""An employee who must respond to resistance by using some form of force shall use objective reasonableness in determining the amount of force to use to effectively control the subject(s) during a lawful seizure or arrest.""
""Deadly force when necessary OR when fleeing felon is escaping. ""An employee is justified in the use of deadly force only when he or she reasonably believes such force is necessary to prevent imminent danger of death or great bodily harm to the employee or any individual; or when the employee has probable cause to believe a subject is committing or has committed a forcible felony (as outlined in this directive) and the subject_s actions, to include escape, pose imminent danger to any individual if apprehension is delayed.""",1,Yes.,2014,1,4,16.78556441,238300,63584,98533,939,719,30.2,9,3,0.266823332,0.413483005
,,Pennsylvania,Philadelphia,1,"Yes. (Firearms Policy) 10.1.3.A: To always attempt to de-escalate any situation where force may become necessary. In the event force becomes unavoidable, to use only the minimal amount of force necessary to overcome an immediate threat or to effectuate an arrest.
 
 (Firearms Policy) 10.1.4.E: Police officers shall ensure their actions do not precipitate the use of deadly force by placing themselves or others in jeopardy by taking unnecessary, overly aggressive, or improper actions. It is often a tactically superior police procedure to withdraw, take
 cover or reposition, rather than the immediate use of force.
 
 (Mental Health Response Policy) 10.9.3. GENERAL PROCEDURES
 A. It is important for the first responding officers to use caution, evaluate the situation, attempt to de-escalate the situation through communication, request a CIT trained officer, if not personally trained, wait for a back-up, and await the arrival of a patrol supervisor before taking any action, barring a threat to life. 
 B. Retreating or re-positioning is not a sign of weakness or cowardice by an officer; it is often a tactically superior police procedure rather than the immediate use of force. 
 D. The initial responding police officer should attempt to de-escalate the situation through communication and isolate and contain the SMDP to the best of their ability until the arrival of a CIT trained officer, if not personally trained and a patrol supervisor. Remember, time is of no consequence.",1,"Yes
 Categorically bans chokeholds and strangleholds.
 3: Officers responding to any incident that may require the use of force, WILL NOT:
 5. Use prohibited neck restraints (i.e., choke holds and _sleeper holds_). This
 will include any incident where an individual attempts to ingest narcotics or other evidence. They will be taken immediately to the nearest hospital.
 (P.L.E.A.C. 1.3.10 f)",1,"Yes
 Duty to report and intervene.
 (Firearms Policy) 10.1.1.H: Officers who witness inappropriate or excessive force have a duty to report such violations to a supervisor and Internal Affairs.
 
 (Use of Force Policy) 2.D: Though many officers may be at the scene of a police incident where force is being used, some officers may not be directly involved in taking police action. As officers, we have an obligation to protect the public and other officers. Therefore, it shall be the duty of every officer present at any scene where force is being applied to either stop or attempt to stop another officer when force is inappropriately used and/or no longer required. Your actions will both protect the officer from civil or criminal liability and the civilian from serious injury.
 F. Officers who witness inappropriate or excessive force have a duty to report such violations to a supervisor and Internal Affairs.",1,"Yes
 (Firearms Policy) 10.1.1.D: When feasible under the circumstances, police officers will give the suspect a verbal warning before using deadly force.",1,"Yes
 (Firearms Policy) 10.1.4.H. Police officers shall not discharge their firearms AT a vehicle unless a person in the vehicle is immediately threatening the officer or another person with deadly force by means other than the vehicle (e.g., officers or civilians are being fired upon by the
 occupants of the vehicle).
 1. A moving vehicle alone shall not presumptively constitute a threat that justifies an officer_s use of deadly force.
 2. Officers shall not move into or remain in the path of a moving vehicle. Moving into or remaining in the path of a moving vehicle, whether deliberate or inadvertent, SHALL NOT be justification for discharging a firearm at the vehicle
 or any of its occupants. An officer in the path of an approaching vehicle shall attempt to move to a position of safety rather than discharging a firearm at the vehicle or any of the occupants of the vehicle.",0,"No.
 Officers not required to report when they point a firearm at a civilian, unless it discharges.
 
 10.2.4.G: As outlined in Section 9, Use of Force Notification Procedure, Internal Affairs must
 be informed when:
 1. A person is treated at a hospital (whether admitted or not) or dies while in police
 custody as the result of actions taken by police.
 2. Any time a person in police custody is treated at a hospital (e.g., prisoner
 complaining of chest pains or a prisoner assaulted by another prisoner).
 3. Any incident involving the use of force where an injury or a complaint of an injury
 results.
 4. Whenever a baton/ASP has been used to strike a subject, OC Spray has been
 used by police, or the ECW has been used, the approximate number of strikes or
 discharges must be indicated on the Use of Force report.
 NOTE: Whenever the trigger on the ECW is pulled, it is recorded in the weapon
 and must be reported to Internal Affairs. Accidental discharges will be
 reported to Internal Affairs through the notification screen on the Police
 Intranet Homepage. A Use of Force report will not be necessary.
 EXCEPTION: When a spark test is conducted.
 5. Whenever a subject is delivered a strike with a hand, fist, foot, or other
 body appendage or other object.",0,"No. ""The primary duty of all police officers is to preserve human life. Only the minimal
 amount of force necessary to protect life or to effect an arrest should be used by an
 officer. Excessive force and/or gratuitous use of any force will not be tolerated.
 Officers should exercise all safe and reasonable means of control and containment, using only the amount of force necessary to overcome resistance.""",1,Yes.,2014,6,3,1.965916255,1526006,644287,562585,7532,6734,44.1,10.2,3,0.422204762,0.368664999
